title,year,venue,authors,doi,openalex_id,citation_count,query_seed,type,abstract,pdf,categories
Robust Artificial Delay based Impedance Control of Robotic Manipulators with Uncertain Dynamics,2022,arXiv,"Udayan Banerjee, Bhabani Shankar Dey, Indra Narayan Kar, Subir Kumar Saha",,http://arxiv.org/abs/2208.08873v2,0,cat:eess.SY AND robot,preprint,"In this paper an artificial delay based impedance controller is proposed for robotic manipulators with uncertainty in dynamics. The control law unites the time delayed estimation (TDE) framework with a second order switching controller of super twisting algorithm (STA) type via a novel generalized filtered tracking error (GFTE). While time delayed estimation framework eliminates the need for accurate modelling of robot dynamics by estimating the uncertain robot dynamics and interaction forces from immediate past data of state and control effort, the second order switching control law in the outer loop provides robustness against the time delayed estimation (TDE) error that arises due to approximation of the manipulator dynamics. Thus, the proposed control law tries to establish a desired impedance model between the robot end effector variables i.e. force and motion in presence of uncertainties, both when it is encountering smooth contact forces and during free motion. Simulation results for a two link manipulator using the proposed controller along with convergence analysis are shown to validate the proposition.",https://arxiv.org/pdf/2208.08873v2,"cs.RO,eess.SY"
Robust Quadrupedal Locomotion on Sloped Terrains: A Linear Policy Approach,2020,arXiv,"Kartik Paigwar, Lokesh Krishna, Sashank Tirumala, Naman Khetan, Aditya Sagi, Ashish Joglekar, Shalabh Bhatnagar, Ashitava Ghosal, Bharadwaj Amrutur, Shishir Kolathaya",,http://arxiv.org/abs/2010.16342v2,0,cat:eess.SY AND robot,preprint,"In this paper, with a view toward fast deployment of locomotion gaits in low-cost hardware, we use a linear policy for realizing end-foot trajectories in the quadruped robot, Stoch $2$. In particular, the parameters of the end-foot trajectories are shaped via a linear feedback policy that takes the torso orientation and the terrain slope as inputs. The corresponding desired joint angles are obtained via an inverse kinematics solver and tracked via a PID control law. Augmented Random Search, a model-free and a gradient-free learning algorithm is used to train this linear policy. Simulation results show that the resulting walking is robust to terrain slope variations and external pushes. This methodology is not only computationally light-weight but also uses minimal sensing and actuation capabilities in the robot, thereby justifying the approach.",https://arxiv.org/pdf/2010.16342v2,"cs.RO,cs.AI,cs.LG,eess.SY"
Robust Recovery Controller for a Quadrupedal Robot using Deep Reinforcement Learning,2019,arXiv,"Joonho Lee, Jemin Hwangbo, Marco Hutter",,http://arxiv.org/abs/1901.07517v1,0,cat:eess.SY AND robot,preprint,"The ability to recover from a fall is an essential feature for a legged robot to navigate in challenging environments robustly. Until today, there has been very little progress on this topic. Current solutions mostly build upon (heuristically) predefined trajectories, resulting in unnatural behaviors and requiring considerable effort in engineering system-specific components. In this paper, we present an approach based on model-free Deep Reinforcement Learning (RL) to control recovery maneuvers of quadrupedal robots using a hierarchical behavior-based controller. The controller consists of four neural network policies including three behaviors and one behavior selector to coordinate them. Each of them is trained individually in simulation and deployed directly on a real system. We experimentally validate our approach on the quadrupedal robot ANYmal, which is a dog-sized quadrupedal system with 12 degrees of freedom. With our method, ANYmal manifests dynamic and reactive recovery behaviors to recover from an arbitrary fall configuration within less than 5 seconds. We tested the recovery maneuver more than 100 times, and the success rate was higher than 97 %.",https://arxiv.org/pdf/1901.07517v1,"cs.RO,cs.AI,cs.LG,eess.SY"
Robust Task-Space Quadratic Programming for Kinematic-Controlled Robots,2023,arXiv,"Mohamed Djeha, Pierre Gergondet, Abderrahmane Kheddar",10.1109/TRO.2023.3286069,http://arxiv.org/abs/2307.14747v1,0,cat:eess.SY AND robot,preprint,"Task-space quadratic programming (QP) is an elegant approach for controlling robots subject to constraints. Yet, in the case of kinematic-controlled (i.e., high-gains position or velocity) robots, closed-loop QP control scheme can be prone to instability depending on how the gains related to the tasks or the constraints are chosen.   In this paper, we address such instability shortcomings. First, we highlight the non-robustness of the closed-loop system against non-modeled dynamics, such as those relative to joint-dynamics, flexibilities, external perturbations, etc. Then, we propose a robust QP control formulation based on high-level integral feedback terms in the task-space including the constraints. The proposed method is formally proved to ensure closed-loop robust stability and is intended to be applied to any kinematic-controlled robots under practical assumptions. We assess our approach through experiments on a fixed-base robot performing stable fast motions, and a floating-base humanoid robot robustly reacting to perturbations to keep its balance.",https://arxiv.org/pdf/2307.14747v1,"cs.RO,eess.SY"
Robust Tube-based Model Predictive Control for Time-constrained Robot Navigation,2018,arXiv,"Alexandros Nikou, Dimos V. Dimarogonas",,http://arxiv.org/abs/1809.09825v2,0,cat:eess.SY AND robot,preprint,"This paper deals with the problem of time-constrained navigation of a robot modeled by uncertain nonlinear non-affine dynamics in a bounded workspace of $\mathbb{R}^n$. Initially, we provide a novel class of robust feedback controllers that drive the robot between Regions of Interest (RoI) of the workspace. The control laws consists of two parts: an on-line controller which is the outcome of a Finite Horizon Optimal Control Problem (FHOCP); and a backstepping feedback law which is tuned off-line and guarantees that the real trajectory always remains in a bounded hyper-tube centered along the nominal trajectory of the robot. The proposed controller falls within the so-called tube-based Nonlinear Model Predictive control (NMPC) methodology. Then, given a desired high-level specification for the robot in Metric Interval Temporal Logic (MITL), by utilizing the aforementioned controllers, a framework that provably guarantees the satisfaction of the formula is provided. The proposed framework can handle the rich expressiveness of MITL in both safety and reachability specifications. Finally, the proposed framework is validated by numerical simulations.",https://arxiv.org/pdf/1809.09825v2,"eess.SY,math.OC"
Robust asymptotic stability of two-wheels differential drive mobile robot,2020,arXiv,"Thi Thanh Van Nguyen, Manh Duong Phung, Quang Vinh Tran",,http://arxiv.org/abs/2005.06181v1,0,cat:eess.SY AND robot,preprint,The paper proposes the stable motion control law design method for non-honomic differential-drive mobile robot with system and measurement noise in discrete time domain. This method is performed basing on dividing operating configuration of robot into two parts: glocal and local configuration then the control law is designed following Lyapunov stable theory for two configuration. The proposed stable control laws is able to reach asymptotically stably to target position and orientation from any initial conditions even existing noise in the system. Some simulation results have demonstrated the effect of proposed method.,https://arxiv.org/pdf/2005.06181v1,"cs.RO,eess.SY"
Rollbot: a Spherical Robot Driven by a Single Actuator,2024,arXiv,"Jingxian Wang, Michael Rubenstein",,http://arxiv.org/abs/2404.05120v2,0,cat:eess.SY AND robot,preprint,"Spherical robots typically require at least two actuators to achieve controlled 2D planar motion. Here we present Rollbot, the first spherical robot capable of controllably maneuvering on a 2D plane with a single actuator, challenging this assumption. Rollbot rolls on the ground in a circular pattern and controls its motion by changing the trajectory's curvature by accelerating and decelerating its single motor and the attached mass according to our derived quasi-stable state dynamics and control laws. We present the theoretical analysis, design, and control of Rollbot, and demonstrate its ability to move in a controllable circular pattern and follow waypoints, validating the efficacy of the proposed theoretical framework.",https://arxiv.org/pdf/2404.05120v2,"cs.RO,eess.SY"
Rolling in the Deep -- Hybrid Locomotion for Wheeled-Legged Robots using Online Trajectory Optimization,2019,arXiv,"Marko Bjelonic, Prajish K. Sankar, C. Dario Bellicoso, Heike Vallery, Marco Hutter",,http://arxiv.org/abs/1909.07193v3,0,cat:eess.SY AND robot,preprint,"Wheeled-legged robots have the potential for highly agile and versatile locomotion. The combination of legs and wheels might be a solution for any real-world application requiring rapid, and long-distance mobility skills on challenging terrain. In this paper, we present an online trajectory optimization framework for wheeled quadrupedal robots capable of executing hybrid walking-driving locomotion strategies. By breaking down the optimization problem into a wheel and base trajectory planning, locomotion planning for high dimensional wheeled-legged robots becomes more tractable, can be solved in real-time on-board in a model predictive control fashion, and becomes robust against unpredicted disturbances. The reference motions are tracked by a hierarchical whole-body controller that sends torque commands to the robot. Our approach is verified on a quadrupedal robot with non-steerable wheels attached to its legs. The robot performs hybrid locomotion with a great variety of gait sequences on rough terrain. Besides, we validated the robotic platform at the Defense Advanced Research Projects Agency (DARPA) Subterranean Challenge, where the robot rapidly mapped, navigated and explored dynamic underground environments.",https://arxiv.org/pdf/1909.07193v3,"cs.RO,eess.SY"
Rough-Terrain Locomotion and Unilateral Contact Force Regulations With a Multi-Modal Legged Robot,2021,arXiv,"Kaier Liang, Eric Sihite, Pravin Dangol, Andrew Lessieur, Alireza Ramezani",,http://arxiv.org/abs/2103.15952v1,0,cat:eess.SY AND robot,preprint,"Despite many accomplishments by legged robot designers, state-of-the-art bipedal robots are prone to falling over, cannot negotiate extremely rough terrains and cannot directly regulate unilateral contact forces. Our objective is to integrate merits of legged and aerial robots in a single platform. We will show that the thrusters in a bipedal legged robot called Harpy can be leveraged to stabilize the robot's frontal dynamics and permit jumping over large obstacles which is an unusual capability not reported before. In addition, we will capitalize on the thrusters action in Harpy and will show that one can avoid using costly optimization-based schemes by directly regulating contact forces using an Reference Governor (RGs). We will resolve gait parameters and re-plan them during gait cycles by only assuming well-tuned supervisory controllers. Then, we will focus on RG-based fine-tuning of the joints desired trajectories to satisfy unilateral contact force constraints.",https://arxiv.org/pdf/2103.15952v1,"cs.RO,eess.SY"
SABER: Data-Driven Motion Planner for Autonomously Navigating Heterogeneous Robots,2021,arXiv,"Alexander Schperberg, Stephanie Tsuei, Stefano Soatto, Dennis Hong",10.1109/LRA.2021.3103054,http://arxiv.org/abs/2108.01262v1,0,cat:eess.SY AND robot,preprint,"We present an end-to-end online motion planning framework that uses a data-driven approach to navigate a heterogeneous robot team towards a global goal while avoiding obstacles in uncertain environments. First, we use stochastic model predictive control (SMPC) to calculate control inputs that satisfy robot dynamics, and consider uncertainty during obstacle avoidance with chance constraints. Second, recurrent neural networks are used to provide a quick estimate of future state uncertainty considered in the SMPC finite-time horizon solution, which are trained on uncertainty outputs of various simultaneous localization and mapping algorithms. When two or more robots are in communication range, these uncertainties are then updated using a distributed Kalman filtering approach. Lastly, a Deep Q-learning agent is employed to serve as a high-level path planner, providing the SMPC with target positions that move the robots towards a desired global goal. Our complete methods are demonstrated on a ground and aerial robot simultaneously (code available at: https://github.com/AlexS28/SABER).",https://arxiv.org/pdf/2108.01262v1,"cs.RO,cs.CV,cs.LG,cs.MA,eess.SY"
SMARTmBOT: A ROS2-based Low-cost and Open-source Mobile Robot Platform,2022,arXiv,"Wonse Jo, Jaeeun Kim, Ruiqi Wang, Jeremy Pan, Revanth Krishna Senthilkumaran, Byung-Cheol Min",,http://arxiv.org/abs/2203.08903v1,0,cat:eess.SY AND robot,preprint,"This paper introduces SMARTmBOT, an open-source mobile robot platform based on Robot Operating System 2 (ROS2). The characteristics of the SMARTmBOT, including low-cost, modular-typed, customizable and expandable design, make it an easily achievable and effective robot platform to support broad robotics research and education involving either single-robot or multi-robot systems. The total cost per robot is approximately $210, and most hardware components can be fabricated by a generic 3D printer, hence allowing users to build the robots or replace any broken parts conveniently. The SMARTmBot is also equipped with a rich range of sensors, making it competent for general task scenarios, such as point-to-point navigation and obstacle avoidance. We validated the mobility and function of SMARTmBOT through various robot navigation experiments and applications with tasks including go-to-goal, pure-pursuit, line following, and swarming. All source code necessary for reading sensors, streaming from an embedded camera, and controlling the robot including robot navigation controllers is available through an online repository that can be found at https://github.com/SMARTlab-Purdue/SMARTmBOT.",https://arxiv.org/pdf/2203.08903v1,"cs.RO,cs.AR,eess.SY"
SPARK: Safe Protective and Assistive Robot Kit,2025,arXiv,"Yifan Sun, Rui Chen, Kai S. Yun, Yikuan Fang, Sebin Jung, Feihan Li, Bowei Li, Weiye Zhao, Changliu Liu",,http://arxiv.org/abs/2502.03132v3,0,cat:eess.SY AND robot,preprint,"This paper introduces the Safe Protective and Assistive Robot Kit (SPARK), a comprehensive benchmark designed to ensure safety in humanoid autonomy and teleoperation. Humanoid robots pose significant safety risks due to their physical capabilities of interacting with complex environments. The physical structures of humanoid robots further add complexity to the design of general safety solutions. To facilitate safe deployment of complex robot systems, SPARK can be used as a toolbox that comes with state-of-the-art safe control algorithms in a modular and composable robot control framework. Users can easily configure safety criteria and sensitivity levels to optimize the balance between safety and performance. To accelerate humanoid safety research and development, SPARK provides simulation benchmarks that compare safety approaches in a variety of environments, tasks, and robot models. Furthermore, SPARK allows quick deployment of synthesized safe controllers on real robots. For hardware deployment, SPARK supports Apple Vision Pro (AVP) or a Motion Capture System as external sensors, while offering interfaces for seamless integration with alternative hardware setups at the same time. This paper demonstrates SPARK's capability with both simulation experiments and case studies with a Unitree G1 humanoid robot. Leveraging these advantages of SPARK, users and researchers can significantly improve the safety of their humanoid systems as well as accelerate relevant research. The open source code is available at: https://github.com/intelligent-control-lab/spark.",https://arxiv.org/pdf/2502.03132v3,"cs.RO,eess.SY"
SWheg: A Wheel-Leg Transformable Robot With Minimalist Actuator Realization,2022,arXiv,"Cunxi Dai, Xiaohan Liu, Jianxiang Zhou, Zhengtao Liu, Zhenzhong Jia",,http://arxiv.org/abs/2210.15126v1,0,cat:eess.SY AND robot,preprint,"This article presents the design, implementation, and performance evaluation of SWheg, a novel modular wheel-leg transformable robot family with minimalist actuator realization. SWheg takes advantage of both wheeled and legged locomotion by seamlessly integrating them on a single platform. In contrast to other designs that use multiple actuators, SWheg uses only one actuator to drive the transformation of all the wheel-leg modules in sync. This means an N-legged SWheg robot requires only N+1 actuators, which can significantly reduce the cost and malfunction rate of the platform. The tendon-driven wheel-leg transformation mechanism based on a four-bar linkage can perform fast morphology transitions between wheels and legs. We validated the design principle with two SWheg robots with four and six wheel-leg modules separately, namely Quadrupedal SWheg and Hexapod SWheg. The design process, mechatronics infrastructure, and the gait behavioral development of both platforms were discussed. The performance of the robot was evaluated in various scenarios, including driving and turning in wheeled mode, step crossing, irregular terrain passing, and stair climbing in legged mode. The comparison between these two platforms was also discussed.",https://arxiv.org/pdf/2210.15126v1,"cs.RO,eess.SY"
Safe Decentralized Density Control of Multi-Robot Systems using PDE-Constrained Optimization with State Constraints,2025,arXiv,"Longchen Niu, Gennaro Notomista",10.1109/MRS66243.2025.11357273,http://arxiv.org/abs/2510.20643v1,0,cat:eess.SY AND robot,preprint,"In this paper, we introduce a decentralized optimization-based density controller designed to enforce set invariance constraints in multi-robot systems. By designing a decentralized control barrier function, we derived sufficient conditions under which local safety constraints guarantee global safety. We account for localization and motion noise explicitly by modeling robots as spatial probability density functions governed by the Fokker-Planck equation. Compared to traditional centralized approaches, our controller requires less computational and communication power, making it more suitable for deployment in situations where perfect communication and localization are impractical. The controller is validated through simulations and experiments with four quadcopters.",https://arxiv.org/pdf/2510.20643v1,eess.SY
Safe Human-Robot Collaborative Transportation via Trust-Driven Role Adaptation,2022,arXiv,"Tony Zheng, Monimoy Bujarbaruah, Yvonne R. Stürz, Francesco Borrelli",,http://arxiv.org/abs/2207.05896v1,0,cat:eess.SY AND robot,preprint,"We study a human-robot collaborative transportation task in presence of obstacles. The task for each agent is to carry a rigid object to a common target position, while safely avoiding obstacles and satisfying the compliance and actuation constraints of the other agent. Human and robot do not share the local view of the environment. The human policy either assists the robot when they deem the robot actions safe based on their perception of the environment, or actively leads the task. Using estimated human inputs, the robot plans a trajectory for the transported object by solving a constrained finite time optimal control problem. Sensors on the robot measure the inputs applied by the human. The robot then appropriately applies a weighted combination of the human's applied and its own planned inputs, where the weights are chosen based on the robot's trust value on its estimates of the human's inputs. This allows for a dynamic leader-follower role adaptation of the robot throughout the task. Furthermore, under a low value of trust, if the robot approaches any obstacle potentially unknown to the human, it triggers a safe stopping policy, maintaining safety of the system and signaling a required change in the human's intent. With experimental results, we demonstrate the efficacy of the proposed approach.",https://arxiv.org/pdf/2207.05896v1,"cs.RO,eess.SY"
Safe Interactive Industrial Robots using Jerk-based Safe Set Algorithm,2022,arXiv,"Ruixuan Liu, Rui Chen, Changliu Liu",,http://arxiv.org/abs/2204.03038v2,0,cat:eess.SY AND robot,preprint,"The need to increase the flexibility of production lines is calling for robots to collaborate with human workers. However, existing interactive industrial robots only guarantee intrinsic safety (reduce collision impact), but not interactive safety (collision avoidance), which greatly limited their flexibility. The issue arises from two limitations in existing control software for industrial robots: 1) lack of support for real-time trajectory modification; 2) lack of intelligent safe control algorithms with guaranteed collision avoidance under robot dynamics constraints. To address the first issue, a jerk-bounded position controller (JPC) was developed previously. This paper addresses the second limitation, on top of the JPC. Specifically, we introduce a jerk-based safe set algorithm (JSSA) to ensure collision avoidance while considering the robot dynamics constraints. The JSSA greatly extends the scope of the original safe set algorithm, which has only been applied for second-order systems with unbounded accelerations. The JSSA is implemented on the FANUC LR Mate 200id/7L robot and validated with HRI tasks. Experiments show that the JSSA can consistently keep the robot at a safe distance from the human while executing the designated task.",https://arxiv.org/pdf/2204.03038v2,"cs.RO,eess.SY"
Safe LLM-Controlled Robots with Formal Guarantees via Reachability Analysis,2025,arXiv,"Ahmad Hafez, Alireza Naderi Akhormeh, Amr Hegazy, Amr Alanwar",,http://arxiv.org/abs/2503.03911v1,0,cat:eess.SY AND robot,preprint,"The deployment of Large Language Models (LLMs) in robotic systems presents unique safety challenges, particularly in unpredictable environments. Although LLMs, leveraging zero-shot learning, enhance human-robot interaction and decision-making capabilities, their inherent probabilistic nature and lack of formal guarantees raise significant concerns for safety-critical applications. Traditional model-based verification approaches often rely on precise system models, which are difficult to obtain for real-world robotic systems and may not be fully trusted due to modeling inaccuracies, unmodeled dynamics, or environmental uncertainties. To address these challenges, this paper introduces a safety assurance framework for LLM-controlled robots based on data-driven reachability analysis, a formal verification technique that ensures all possible system trajectories remain within safe operational limits. Our framework specifically investigates the problem of instructing an LLM to navigate the robot to a specified goal and assesses its ability to generate low-level control actions that successfully guide the robot safely toward that goal. By leveraging historical data to construct reachable sets of states for the robot-LLM system, our approach provides rigorous safety guarantees against unsafe behaviors without relying on explicit analytical models. We validate the framework through experimental case studies in autonomous navigation and task planning, demonstrating its effectiveness in mitigating risks associated with LLM-generated commands. This work advances the integration of formal methods into LLM-based robotics, offering a principled and practical approach to ensuring safety in next-generation autonomous systems.",https://arxiv.org/pdf/2503.03911v1,"cs.RO,cs.LG,eess.SY"
Safe Robot Navigation in Cluttered Environments using Invariant Ellipsoids and a Reference Governor,2020,arXiv,"Zhichao Li, Thai Duong, Nikolay Atanasov",,http://arxiv.org/abs/2005.06694v1,0,cat:eess.SY AND robot,preprint,"This paper considers the problem of safe autonomous navigation in unknown environments, relying on local obstacle sensing. We consider a control-affine nonlinear robot system subject to bounded input noise and rely on feedback linearization to determine ellipsoid output bounds on the closed-loop robot trajectory under stabilizing control. A virtual governor system is developed to adaptively track a desired navigation path, while relying on the robot trajectory bounds to slow down if safety is endangered and speed up otherwise. The main contribution is the derivation of theoretical guarantees for safe nonlinear system path-following control and its application to autonomous robot navigation in unknown environments.",https://arxiv.org/pdf/2005.06694v1,"eess.SY,cs.RO"
Safe Supervisory Control of Soft Robot Actuators,2022,arXiv,"Andrew P. Sabelhaus, Zach J. Patterson, Anthony T. Wertz, Carmel Majidi",,http://arxiv.org/abs/2208.01547v1,0,cat:eess.SY AND robot,preprint,"Although soft robots show safer interactions with their environment than traditional robots, soft mechanisms and actuators still have significant potential for damage or degradation particularly during unmodeled contact. This article introduces a feedback strategy for safe soft actuator operation during control of a soft robot. To do so, a supervisory controller monitors actuator state and dynamically saturates control inputs to avoid conditions that could lead to physical damage. We prove that, under certain conditions, the supervisory controller is stable and verifiably safe. We then demonstrate completely onboard operation of the supervisory controller using a soft thermally-actuated robot limb with embedded shape memory alloy (SMA) actuators and sensing. Tests performed with the supervisor verify its theoretical properties and show stabilization of the robot limb's pose in free space. Finally, experiments show that our approach prevents overheating during contact (including environmental constraints and human contact) or when infeasible motions are commanded. This supervisory controller, and its ability to be executed with completely onboard sensing, has the potential to make soft robot actuators reliable enough for practical use.",https://arxiv.org/pdf/2208.01547v1,"cs.RO,eess.SY"
Safe Whole-Body Task Space Control for Humanoid Robots,2023,arXiv,"Victor Paredes, Ayonga Hereid",,http://arxiv.org/abs/2311.08409v1,0,cat:eess.SY AND robot,preprint,"Complex robotic systems require whole-body controllers to deal with contact interactions, handle closed kinematic chains, and track task-space control objectives. However, for many applications, safety-critical controllers are important to steer away from undesired robot configurations to prevent unsafe behaviors. A prime example is legged robotics, where we can have tasks such as balance control, regulation of torso orientation, and, most importantly, walking. As the coordination of multi-body systems is non-trivial, following a combination of those tasks might lead to configurations that are deemed dangerous, such as stepping on its support foot during walking, leaning the torso excessively, or producing excessive centroidal momentum, resulting in non-human-like walking. To address these challenges, we propose a formulation of an inverse dynamics control enhanced with exponential control barrier functions for robotic systems with numerous degrees of freedom. Our approach utilizes a quadratic program that respects closed kinematic chains, minimizes the control objectives, and imposes desired constraints on the Zero Moment Point, friction cone, and torque. More importantly, it also ensures the forward invariance of a general user-defined high Relative-Degree safety set. We demonstrate the effectiveness of our method by applying it to the 3D biped robot Digit, both in simulation and with hardware experiments.",https://arxiv.org/pdf/2311.08409v1,"cs.RO,eess.SY"
Safe and Robust Motion Planning for Dynamic Robotics via Control Barrier Functions,2020,arXiv,"Aniketh Manjunath, Quan Nguyen",,http://arxiv.org/abs/2011.06748v3,0,cat:eess.SY AND robot,preprint,"Control Barrier Functions (CBF) are widely used to enforce the safety-critical constraints on nonlinear systems. Recently, these functions are being incorporated into a path planning framework to design safety-critical path planners. However, these methods fall short of providing a realistic path considering both the algorithm's run-time complexity and enforcement of the safety-critical constraints. This paper proposes a novel motion planning approach using the well-known Rapidly Exploring Random Trees (RRT) algorithm that enforces both CBF and the robot Kinodynamic constraints to generate a safety-critical path. The proposed algorithm also outputs the corresponding control signals that resulted in the obstacle-free path. The approach also allows considering model uncertainties by incorporating the robust CBF constraints into the proposed framework. Thus, the resulting path is free of any obstacles and accounts for the model uncertainty from robot dynamics and perception. Result analysis indicates that the proposed method outperforms various conventional RRT-based path planners, guaranteeing a safety-critical path with minimal computational overhead. We present numerical validation of the algorithm on the Hamster V7 robot car, a micro autonomous Unmanned Ground Vehicle that performs dynamic navigation on an obstacle-ridden path with various uncertainties in perception noises and robot dynamics.",https://arxiv.org/pdf/2011.06748v3,"cs.RO,eess.SY"
Safety-Ensured Robotic Control Framework for Cutting Task Automation in Endoscopic Submucosal Dissection,2025,arXiv,"Yitaek Kim, Iñigo Iturrate, Christoffer Sloth, Hansoul Kim",10.1109/ACCESS.2025.3578607,http://arxiv.org/abs/2503.08214v2,0,cat:eess.SY AND robot,preprint,"There is growing interest in automating surgical tasks using robotic systems, such as endoscopy for treating gastrointestinal (GI) cancer. However, previous studies have primarily focused on detecting and analyzing objects or robots, with limited attention to ensuring safety, which is critical for clinical applications, where accidents can be caused by unsafe robot motions. In this study, we propose a new control framework that can formally ensure the safety of automating the cutting task in endoscopic submucosal dissection (ESD), a representative endoscopic surgical method for the treatment of early GI cancer, by using an endoscopic robot. The proposed framework utilizes Control Barrier Functions (CBFs) to accurately identify the boundaries of individual tumors, even in close proximity within the GI tract, ensuring precise treatment and removal while preserving the surrounding normal tissue. Additionally, by adopting a model-free control scheme, safety assurance is made possible even in endoscopic robotic systems where dynamic modeling is challenging. We demonstrate the proposed framework in a simulation-based experimental environment, where the tumors to be removed are close to each other, and show that the safety constraints are enforced. We show that the model-free CBF-based controlled robot eliminates one tumor completely without damaging it, while not invading another nearby tumor.",https://arxiv.org/pdf/2503.08214v2,"cs.RO,eess.SY"
Scalability in Neural Control of Musculoskeletal Robots,2016,arXiv,"Christoph Richter, Sören Jentzsch, Rafael Hostettler, Jesús A. Garrido, Eduardo Ros, Alois C. Knoll, Florian Röhrbein, Patrick van der Smagt, Jörg Conradt",10.1109/MRA.2016.2535081,http://arxiv.org/abs/1601.04862v1,0,cat:eess.SY AND robot,preprint,"Anthropomimetic robots are robots that sense, behave, interact and feel like humans. By this definition, anthropomimetic robots require human-like physical hardware and actuation, but also brain-like control and sensing. The most self-evident realization to meet those requirements would be a human-like musculoskeletal robot with a brain-like neural controller. While both musculoskeletal robotic hardware and neural control software have existed for decades, a scalable approach that could be used to build and control an anthropomimetic human-scale robot has not been demonstrated yet. Combining Myorobotics, a framework for musculoskeletal robot development, with SpiNNaker, a neuromorphic computing platform, we present the proof-of-principle of a system that can scale to dozens of neurally-controlled, physically compliant joints. At its core, it implements a closed-loop cerebellar model which provides real-time low-level neural control at minimal power consumption and maximal extensibility: higher-order (e.g., cortical) neural networks and neuromorphic sensors like silicon-retinae or -cochleae can naturally be incorporated.",https://arxiv.org/pdf/1601.04862v1,"cs.RO,cs.DC,cs.NE,eess.SY"
Scalable Multi-Robot Task Allocation and Coordination under Signal Temporal Logic Specifications,2025,arXiv,"Wenliang Liu, Nathalie Majcherczyk, Federico Pecora",,http://arxiv.org/abs/2503.02719v1,0,cat:eess.SY AND robot,preprint,"Motion planning with simple objectives, such as collision-avoidance and goal-reaching, can be solved efficiently using modern planners. However, the complexity of the allowed tasks for these planners is limited. On the other hand, signal temporal logic (STL) can specify complex requirements, but STL-based motion planning and control algorithms often face scalability issues, especially in large multi-robot systems with complex dynamics. In this paper, we propose an algorithm that leverages the best of the two worlds. We first use a single-robot motion planner to efficiently generate a set of alternative reference paths for each robot. Then coordination requirements are specified using STL, which is defined over the assignment of paths and robots' progress along those paths. We use a Mixed Integer Linear Program (MILP) to compute task assignments and robot progress targets over time such that the STL specification is satisfied. Finally, a local controller is used to track the target progress. Simulations demonstrate that our method can handle tasks with complex constraints and scales to large multi-robot teams and intricate task allocation scenarios.",https://arxiv.org/pdf/2503.02719v1,"cs.RO,cs.FL,eess.SY"
Scalable Operator Allocation for Multi-Robot Assistance: A Restless Bandit Approach,2021,arXiv,"Abhinav Dahiya, Nima Akbarzadeh, Aditya Mahajan, Stephen L. Smith",,http://arxiv.org/abs/2111.06437v1,0,cat:eess.SY AND robot,preprint,"In this paper, we consider the problem of allocating human operators in a system with multiple semi-autonomous robots. Each robot is required to perform an independent sequence of tasks, subjected to a chance of failing and getting stuck in a fault state at every task. If and when required, a human operator can assist or teleoperate a robot. Conventional MDP techniques used to solve such problems face scalability issues due to exponential growth of state and action spaces with the number of robots and operators. In this paper we derive conditions under which the operator allocation problem is indexable, enabling the use of the Whittle index heuristic. The conditions can be easily checked to verify indexability, and we show that they hold for a wide range of problems of interest. Our key insight is to leverage the structure of the value function of individual robots, resulting in conditions that can be verified separately for each state of each robot. We apply these conditions to two types of transitions commonly seen in remote robot supervision systems. Through numerical simulations, we demonstrate the efficacy of Whittle index policy as a near-optimal and scalable approach that outperforms existing scalable methods.",https://arxiv.org/pdf/2111.06437v1,"cs.RO,eess.SY"
Scalable Simulation and Demonstration of Jumping Piezoelectric 2-D Soft Robots,2022,arXiv,"Zhiwu Zheng, Prakhar Kumar, Yenan Chen, Hsin Cheng, Sigurd Wagner, Minjie Chen, Naveen Verma, James C. Sturm",10.1109/ICRA46639.2022.9811927,http://arxiv.org/abs/2202.13521v1,0,cat:eess.SY AND robot,preprint,"Soft robots have drawn great interest due to their ability to take on a rich range of shapes and motions, compared to traditional rigid robots. However, the motions, and underlying statics and dynamics, pose significant challenges to forming well-generalized and robust models necessary for robot design and control. In this work, we demonstrate a five-actuator soft robot capable of complex motions and develop a scalable simulation framework that reliably predicts robot motions. The simulation framework is validated by comparing its predictions to experimental results, based on a robot constructed from piezoelectric layers bonded to a steel-foil substrate. The simulation framework exploits the physics engine PyBullet, and employs discrete rigid-link elements connected by motors to model the actuators. We perform static and AC analyses to validate a single-unit actuator cantilever setup and observe close agreement between simulation and experiments for both the cases. The analyses are extended to the five-actuator robot, where simulations accurately predict the static and AC robot motions, including shapes for applied DC voltage inputs, nearly-static ""inchworm"" motion, and jumping (in vertical as well as vertical and horizontal directions). These motions exhibit complex non-linear behavior, with forward robot motion reaching ~1 cm/s. Our open-source code can be found at: https://github.com/zhiwuz/sfers.",https://arxiv.org/pdf/2202.13521v1,"cs.RO,eess.SY"
